-4,-9,98,14,14,102,0,4,127,-4,39,98,94,0,
-4,-9,98,14,14,102,0,14,93,-4,29,93,-46,0,
-9,-14,98,9,14,112,-9,4,93,-9,68,107,317,0,
4,-9,93,14,4,107,0,9,102,-14,34,98,262,0,
-4,0,107,4,24,98,-9,14,112,-4,34,102,-4,0,
-4,-9,98,-4,19,117,-9,14,112,-4,34,102,-85,0,
-4,-9,98,-4,19,117,-9,24,122,-14,39,117,92,0,
-9,9,98,-4,29,112,-4,9,107,-14,34,98,-117,0,
9,4,98,14,19,127,0,4,117,-4,19,117,143,0,
0,-4,88,9,24,107,4,9,107,-19,39,107,293,0,
-4,0,102,29,9,117,4,9,107,-19,39,107,283,1,
-4,0,102,29,9,117,0,0,107,0,24,122,169,1,
0,-9,88,4,24,102,-4,9,117,-4,29,102,163,1,
0,-4,93,0,19,107,-14,0,127,-9,19,112,213,1,
-9,14,112,4,19,93,-14,24,117,-9,19,112,-308,1,
-9,14,112,4,14,112,0,9,122,-4,49,93,-180,1,
-4,4,78,9,9,112,0,9,122,-4,19,127,-335,0,
0,-14,102,9,9,112,9,9,117,-24,34,107,109,1,
-19,-4,102,9,9,117,19,9,127,-9,34,112,123,1,
-4,-4,107,4,24,122,9,0,122,-9,34,112,169,1,
-4,-4,107,9,39,112,0,14,112,-19,39,102,368,1,
-4,9,102,0,14,102,0,14,112,-9,9,98,-463,1,
-4,-4,98,0,14,102,24,0,117,-19,39,132,432,1,
-9,0,73,4,24,107,0,0,127,-24,24,112,186,1,
-9,0,73,0,29,137,19,0,122,-24,24,112,373,2,
-14,0,132,14,14,98,9,14,112,-19,39,112,-4,2,
-14,9,107,-9,24,127,9,14,112,-14,39,122,-4,2,
-24,0,98,-9,24,127,0,19,127,-4,19,112,-53,2,
-19,0,107,4,24,102,-4,19,117,-4,19,112,-95,2,
-19,0,107,14,4,117,0,9,107,-9,34,132,59,2,
4,9,93,-4,29,112,9,14,117,0,24,117,22,2,
-29,-4,78,19,19,117,-4,9,107,-24,34,107,263,2,
-9,-9,98,-9,9,122,4,4,112,-14,19,83,71,0,
-9,-9,98,-9,24,112,-9,14,102,-24,34,102,58,0,
-4,-4,98,-9,24,112,-9,9,88,-24,34,102,105,0,
-14,9,93,4,14,117,-4,0,112,24,0,107,-116,0,
-24,9,102,0,34,107,-4,0,112,-14,34,137,200,0,
-9,-4,102,9,24,102,0,4,93,-4,39,117,233,0,
-9,-4,102,-9,29,117,-9,4,63,-24,29,127,94,0,
-9,9,98,-9,29,117,-14,14,112,-24,29,127,71,0,
0,0,98,0,19,102,-4,4,107,4,24,117,0,0,
4,4,98,9,19,102,-4,4,107,-29,19,132,284,1,
4,4,98,14,19,102,-14,24,78,-9,24,88,-13,0,
-24,14,147,0,24,112,-4,0,98,-9,29,122,92,1,
-4,-4,107,9,14,112,-19,4,102,-9,29,122,260,1,
-24,4,98,9,14,112,9,9,107,-14,39,127,-111,1,
-14,-4,98,4,9,93,-4,9,112,0,34,107,172,1,
-14,-4,98,9,19,98,-4,9,112,4,14,98,149,1,
-19,-4,78,0,19,112,0,4,112,4,14,98,-17,1,
-24,-14,107,-9,24,102,-4,9,98,-19,14,117,-26,1,
-19,0,98,-9,24,102,-4,9,93,-14,39,107,105,1,
-9,0,98,4,24,98,0,14,122,-9,34,107,-117,1,
-9,0,98,9,24,117,0,14,122,-14,9,98,-53,1,
-19,4,98,4,29,102,-9,14,88,-14,9,98,-4,1,
-14,14,98,9,14,112,-4,14,49,-24,34,102,-131,1,
-9,0,98,9,14,112,-9,14,112,-14,24,58,22,1,
-9,0,98,0,24,107,0,9,102,-14,44,117,-18,1,
-44,19,132,4,34,122,0,9,102,-14,34,117,219,1,
0,0,98,14,9,117,-4,24,68,-14,34,117,86,1,
-14,0,93,0,19,93,-4,9,98,-9,34,102,36,1,
0,-9,98,0,19,93,-14,9,122,-14,34,122,332,1,
0,-9,98,4,19,122,0,14,117,4,39,117,105,2,
-19,0,93,9,14,127,9,4,112,4,39,117,94,2,
-14,4,98,19,9,102,9,4,112,-24,34,132,42,2,
-14,9,102,4,19,127,-4,19,117,-14,34,102,-222,628,
-9,-9,107,0,34,127,4,0,132,-4,14,102,113,628,
-9,-9,107,0,34,127,-14,14,137,-4,14,102,-41,628,
-9,-9,93,-4,24,117,-4,4,112,-19,19,117,-32,628,
-4,-9,102,14,4,112,-4,4,112,-24,39,122,367,0,
-9,0,98,9,19,117,-4,19,127,-19,24,88,22,0,
-9,0,98,4,9,112,-14,9,161,-14,29,98,64,0,
-9,0,151,0,9,112,4,0,132,-14,29,98,-21,0,
-9,-9,102,0,9,112,-4,19,127,-14,39,117,0,0,
-19,-4,93,-4,14,127,-4,19,127,-9,29,107,-180,0,
-14,0,98,0,24,117,4,4,147,-19,34,102,105,0,
-14,0,98,-4,34,102,9,4,127,-19,34,102,282,0,
-14,-9,93,4,24,122,4,14,127,-14,39,107,-172,0,
-9,-19,68,4,24,122,-9,9,137,-24,29,112,380,0,
-14,4,98,4,29,107,-4,14,127,-19,34,98,100,0,
-9,0,107,-4,14,107,-4,14,127,-4,34,98,-195,0,
-9,0,107,0,24,122,4,14,127,-4,34,98,36,0,
0,0,98,0,39,102,-4,24,127,-19,29,98,128,0,
-14,9,107,0,39,102,0,4,122,29,34,78,293,1,
-19,0,93,0,24,102,4,0,122,-9,39,107,228,1,
-19,0,93,4,19,102,4,0,122,-14,24,122,-117,1,
-29,19,93,4,29,107,-4,19,132,-14,24,122,-67,1,
-29,44,132,9,24,112,9,4,166,-19,24,112,-90,0,
-4,4,98,9,24,112,4,0,127,-14,24,98,100,1,
-14,14,98,4,14,112,0,4,117,-14,29,107,-426,0,
-14,14,98,0,24,112,0,4,117,-14,29,107,-362,0,
-9,9,93,14,14,117,-4,9,156,0,19,161,-26,0,
-14,4,98,14,19,122,-14,4,122,-9,34,98,252,0,
0,4,83,14,19,122,9,0,137,-19,34,107,212,0,
0,4,83,9,19,122,-9,0,147,-14,34,117,325,1,
-19,-4,88,-9,29,102,0,9,117,-14,34,117,200,1,
-14,0,107,14,29,102,0,9,117,4,34,93,373,1,
-14,-9,122,-4,19,98,-24,24,127,-9,14,127,133,0,
-9,29,117,4,24,88,-9,14,132,9,9,117,-41,0,
-9,29,117,0,14,88,-14,39,107,9,9,117,295,0,
9,14,151,0,14,88,-19,19,122,-14,34,127,-4,0,
14,-9,93,4,19,107,-19,19,122,-19,19,53,205,0,
-4,0,88,4,44,117,0,24,102,-4,14,93,-90,0,
-14,9,58,-9,9,107,-24,73,117,-14,29,102,-195,0,
-14,9,58,0,14,117,0,9,102,-14,29,102,-463,628,
-34,0,44,0,14,117,-14,19,107,-24,44,93,172,0,
-24,-9,53,-9,29,127,-14,19,107,-19,19,88,-180,628,
-19,9,107,0,24,83,-4,19,93,-19,29,127,-286,627,
-19,9,107,29,9,142,0,14,98,-19,29,127,-280,627,
-4,4,122,9,29,142,0,24,102,0,14,127,9,627,
-4,-4,137,9,29,142,-9,24,93,-24,34,132,318,627,
4,-4,117,19,24,132,4,19,112,0,9,117,92,628,
-24,-4,93,39,9,107,4,19,112,4,14,117,282,628,
-24,-4,93,19,24,156,-4,19,117,4,14,117,329,0,
0,9,73,19,34,147,4,29,83,19,14,112,262,0,
0,9,49,19,34,147,9,14,93,-19,29,122,213,0,
-44,24,68,29,4,151,-9,19,88,0,19,83,282,1,
-14,4,112,19,19,132,-9,19,88,0,9,98,205,1,
-14,4,112,9,24,156,-14,34,102,0,9,98,340,1,
0,0,142,24,14,147,0,24,117,-9,29,98,59,1,
-19,4,147,24,14,147,-19,29,98,-19,19,117,-26,1,
0,4,107,29,-4,147,-4,9,98,0,9,112,-299,1,
0,4,107,-19,34,137,-4,9,98,0,14,122,-126,1,
-4,-14,88,9,19,132,9,9,117,0,14,122,-209,0,
-9,-34,63,14,0,127,14,19,112,-4,24,127,-209,0,
-29,24,34,14,0,127,14,9,112,-14,29,117,-4,0,
-19,19,83,0,4,122,19,0,117,-9,19,117,177,0,
-19,19,83,0,29,102,-9,9,132,-9,19,117,-52,0,
-14,-4,132,14,-9,98,-9,9,132,-9,68,98,262,1,
